,id,coco_url,caption_0,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6
110,11149,http://images.cocodataset.org/val2017/000000011149.jpg,A man sitting on a motorcycle near several bicycles with a partially visible person standing nearby.,"Parked bikes on a beautiful, picture perfect, sunny day.",A man standing next to a bikes and a motorcycle.,A person standing by a bicycle as a motorcycle drives by.,Two parked bikes on a sidewalk with a person riding a motor bike.,,
111,11197,http://images.cocodataset.org/val2017/000000011197.jpg,A man prepares to cross the street at a crosswalk,People are standing on the corner of a street.,View of a street corner with people waiting at the corner.,Two signs with arrows and a man standing on the sidewalk.,Couple of people standing at an intersection waiting to cross.,,
112,11511,http://images.cocodataset.org/val2017/000000011511.jpg,A statue of two people sitting on a bench.,A metal statue of two women sitting on a bench.,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,A metal statue of two women sits on a bench in a city street.,A statue of two women with purses sitting on a bench. ,,
113,11615,http://images.cocodataset.org/val2017/000000011615.jpg,A bunch of street signs hanging on a pole,a stack of traffic signs on a pole next to a street.,Four signs are stacked together under two others. ,Many large signs stacked up on a pole.,A variety of signs point in different directions.,,
114,11699,http://images.cocodataset.org/val2017/000000011699.jpg,A woman and girl standing with luggage and giving a peace sign.,Two women are imposing together as one holds her luggage.,"A girl making a ""peace sign"" with her hand and a woman holding a big black suitcase.",Two girl that are standing next to a suitcase.,Two girls standing with their bags and in front of a suitcase. ,,
115,11760,http://images.cocodataset.org/val2017/000000011760.jpg,A group of zebras walking away from trees.,Three zebras look towards the camera in their habitat.,Three zebra standing side by side on a dirt field next to a flowery forest.,Three zebras stand side by side looking at the camera.,three zebra facing the camera in a field,,
116,11813,http://images.cocodataset.org/val2017/000000011813.jpg,A camera and tripod is shown with a laptop.,A camera with a computer is set up on a tripod,a tripod sitting next to  a laptop,Camera equipment is set up in a room with vending machines in the background.,A camera sits on a tripod connected to a laptop.,,
117,12062,http://images.cocodataset.org/val2017/000000012062.jpg,A lamb standing up in a couch full of wool. ,A large white sheep standing next to other sheep.,A sheep in a cage looking at sheep fur. ,A freshly shorn sheep standing near a pile of wool.,A sheep inspects a big pile of shaved sheep wool.,,
118,12120,http://images.cocodataset.org/val2017/000000012120.jpg,Two women play tennis on a blue court.,Two women playing in a professional tennis match.,Two women playing tennis at a professional court.,a couple of people that are on a tennis court,A couple of women playing a game of tennis on a tennis court.,,
119,12280,http://images.cocodataset.org/val2017/000000012280.jpg,A woman in a coat and cat is towing luggage through an airport.,THERE IS A MAN WALKING IN THE AIRPORT,An airport with a woman carrying a piece of luggage.,A lone woman walks across the terminal with her bags.,an airport lobby with a woman hauling baggage,,
120,12576,http://images.cocodataset.org/val2017/000000012576.jpg,A close-up of a table with three boxes of pizza.,A grandmother looks at her family's pizza dinner,An elderly woman seated at a table holding three pizzas.,A woman sitting at a table topped with pizza.,Pizza and empty glasses on the dinner table.,,
121,12639,http://images.cocodataset.org/val2017/000000012639.jpg,A little boy about to hit a baseball during a game.,A boy holding a baaeball bat at a game,A little boy holding a bat standing at home plate.,A little-league baseball game with a kid up to bat.,A boy preparing to swing a baseball bat with parents looking on.,,
122,12667,http://images.cocodataset.org/val2017/000000012667.jpg,A banana replacing the phone on an answering machine,A banana placed on a phone on a table.,A telephone has it receiver replaced with a banana.,A phone with a banana where the receiver should be.,The telephone has a banana where the receiver should be.,,
123,12670,http://images.cocodataset.org/val2017/000000012670.jpg,A group of men and women gathered together outside. ,Someone is holding a large teddy bear in the crowd.,A large group of people on a city street.,A crowd of people standing around each other.,A large crowd of people walking around while one owns a teddy bear.,,
124,12748,http://images.cocodataset.org/val2017/000000012748.jpg,a little boy touching the nose of a brown horse,A man and child next to a horse.,a man letting his baby pet a horse,A man holding a baby whose petting a horse.,man holding a baby and petting a horse,,
125,13004,http://images.cocodataset.org/val2017/000000013004.jpg,A banana sitting next to a dollop of butterscotch.,A banana that is sitting on a plate.,A white plate topped with a banana and pudding.,a banana is laying on a small plate,A peeled banana and sauce on a plate.,,
126,13177,http://images.cocodataset.org/val2017/000000013177.jpg,a man fixing a tire for a motorcycle,"A man sitting on the ground, fixing a motorcycle wheel.",a man in a green shirt a rim and motorcycle,A man in a green shirt working on a rim.,a man is working on a hub cap on the ground,,
127,13201,http://images.cocodataset.org/val2017/000000013201.jpg,A man is airborne on a skateboard pointing to the sky behind him.,A man is grinding a ramp on a skateboard,A skateboarder careening off concrete in a park,"A young man with long hair, wearing all black, doing stunts on a skateboard.",The skate boarder is doing a jumping trick.,,
128,13291,http://images.cocodataset.org/val2017/000000013291.jpg,A group of people holding frisbees on a field. ,Several people posing in a field while holding frisbees.,A group of people in a field smile holding frisbees.,A group of people hold up Frisbees for the camera.,A group of people playing with Frisbee's on the grass.,,
129,13348,http://images.cocodataset.org/val2017/000000013348.jpg,A JAL jetliner on the tarmac at an airport.,A Japan Airlines plane sits parked at an airport.,The humongous twin engine airliner is being loaded. ,A large plane is parked at the airport.,a large air plane on a terminal ,,
130,13546,http://images.cocodataset.org/val2017/000000013546.jpg,A man on a skateboard doing tricks at the park,A skateboarder is doing a trick on the edge of a ledge.,A boy riding his skateboard on a ledge in a park.,Young man on skate board balancing on concrete barrier near sidewalk with small park area near by.,A young man riding a skateboard on a stone wall.,,
131,13597,http://images.cocodataset.org/val2017/000000013597.jpg,a yellow and white plate with a piece of chocolate cake,A piece of chocolate pie sitting on top of a plate.,A slice of chocolate cake is on a small plate.,a piece of a chocolate cake on a plate ,A piece of chocolate cake on a plate.,,
132,13659,http://images.cocodataset.org/val2017/000000013659.jpg,a table with two laptops and chairs ,A man typing on a laptop keyboard in a cluttered work environment.,A man sitting in front of a laptop computer in an office.,Adults working on projects and computers in office environment.,Man works on laptop as three others work on a project.,,
133,13729,http://images.cocodataset.org/val2017/000000013729.jpg,Three men and a woman playing a wii video game,a group of people that are playing some wii,A group of people playing with a Wii in the living room. ,A group of people are playing Wii in their living room. ,Four people standing in a room playing a video game. ,,
134,13774,http://images.cocodataset.org/val2017/000000013774.jpg,A person standing in shore of beach with a frisbee in the sky.,A man stands ankle-deep in the ocean at sunset.,A man standing at the beach shoreline and watching the sunset. ,a person is standing in some water is flying a kite,A man standing on top of a river next to the sun and a flying kite.,,
